reviewText,encoded_topic
I have a white pair of these exact shoes and they fit fine.  This black pair of shoes is a little smaller and almost too small.  Either these are fakes or Reebok is having quality control issues with their sizings.  I'm debating on whether to return these.,0
"Just lost it's black monochrome color after first wash, toally disspointed with Converse if it is original or disspointed with Amazon if it is fake.",0
Shoes came with marks on the front white part. Had to return.,1
Straps would loosen up by mid day.,1
they did not explain in the product description that it is NOT elastic or retractable band.  Only fits a giant.  Way too big.,1
These are fake. Do NOT buy!!,0
 not enough inform provid size order .,1
"I never ever write reviews. But, this is ridiculous because they're definitely fake. I thought something was wrong with my foot and I needed time for them to stretch out. I gave them two weeks and the left one is smaller than the right one. I also realized the inside is fake and scratchy. Just buy real ones because this was such a disappointment.",0
The shoes were to big,1
"I bought the bright aqua for a change, change isn't always good.  The color is very bright and I do like it, however the leather is very stiff and not comfortable to hold.  The zipper for the change section fell off in less than a month. Not what I expected from a Buxton wallet.",1
"Watch looks great.  However, it does not run.  The watch shows the correct time only twice a day...I was disappointed because this was a Christmas gift for my daughter.I have ordered a replacement battery and am waiting for delivery.",0
" everyth look fine i open packag discov miss cuff .i 'm pretti sure 's suppos two .fals advertis ?if pleas send cuff would great .if , i sorri , i ave return product unsatisfi .",0
" the shoe fit expect , scratch , look like happen sharp knife .also messi mark seem like skid mark",0
"The item did not have a unidirectional bezel function, as listed in the product description. Others might find sufficient value in buying it, knowledgeably, but I returned mine promptly.",1
" The product description claim sock heavy duty , reality virtually disposable .After one wash , pair already pilling , wearing sock second time , hole allegedly reinforced heel starting form .Very disappointing product company used offer good quality underwear sock .",1
" be cautiou order especi size 30 waist product descript doesnt mention anyth size pant one would assum , say assum , suit would come standard 32x 34 pant size order 40r suit , get alter size .these came size 34 x 36 !yikes. ! !then ........ compani pay return ship fee 3 suit !! .... which hope cover ....... the compani indic pant size product descript .... but would never buy guy .. buy suit seper .",1
" these shoe great , i 've buy 6 year : basic , low-profil , sued , 's i need .just n't order distributor .the product descript said shoe sued , i receiv canva version .unless like skate canva shoe , n't skate journeyz n't style 're look , n't buy .",1
" the product descript wrong !despit price , money clip made titanium !there two version money clip avail amazon , one advertis `` titanium '' shini one stainless steel .all made storu basic product .the titanium one , dull finish , also made stainless steel .i would recommend buy product , unless problem pay twice price finish !",1
"I did not care for these, the size chart that was listed did not match my purchase. Also, these had a run in them right out of the package. Very disappointing.",1
"I had another one in the same size that fits great, but this one is too tight around.",1
" i bought scale hope weigh variou item , less 50 g. nowher page mention minimum weight scale 100 g ( 's instruct book , n't see 've receiv scale ) .howev , i real difficulti get sort read item i contact manufactur via websit ( [ ... ] ) got repli state : '' the reason display anyth amount weight measur .thi scale go 49 kilogram read increment 20 gram , howev minimum weight requir scale 200 gram .anyth weight display due intern process scale .also toler rang inher scale , rang usual twice minimum increment scale read .for scale toler 40 gram mean weigh object could show plu minu 40 gram still oper within limit .`` he suggest i purchas mechan scale option weigh pan.so i 'm give review 1 star scale unsuit .while perhap fault expect weigh item , lack minimum weight product descript fact mislead toler rang 40 g increment 20 g.becaus postag , i end pay well $ 30 scale 's useless .i feel rip .",1
